id,tick,source,topic,content_text,stance,identity_threat,political_salience,primal_triggers,primal_intensity,media_type,creator_id,outlet_id,community_id
stim_545,126,TrendTalk,T_EDUCATION,T_EDUCATION update from TrendTalk: signal -0.86,-0.858,0.417,0.600,"contrast,memorable,personal",0.232,social_post,,TrendTalk,
stim_206,127,WorldDaily,T_SCIENCE,T_SCIENCE update from WorldDaily: signal -0.22,-0.224,0.029,0.200,,,forum_thread,CreatorC,,
stim_369,128,PolicyForum,T_HEALTHCARE,T_HEALTHCARE update from PolicyForum: signal +0.23,0.235,0.157,0.750,emotion,0.269,meme,,PolicyForum,
stim_42,129,PolicyForum,T_GUNS,T_GUNS update from PolicyForum: signal +0.22,0.218,0.154,0.900,"memorable,tangible",0.505,social_post,,PolicyForum,
stim_146,131,WorldDaily,T_SPORTS,T_SPORTS update from WorldDaily: signal -0.23,-0.230,0.017,0.100,emotion,0.808,news,,WorldDaily,
stim_450,132,WorldDaily,T_LOCAL,T_LOCAL update from WorldDaily: signal -0.05,-0.046,0.003,0.100,"tangible,personal",0.342,social_post,,WorldDaily,
stim_493,132,SecurityBrief,T_ENVIRONMENT,T_ENVIRONMENT update from SecurityBrief: signal +0.04,0.042,0.031,0.800,visual,0.496,forum_thread,CreatorA,SecurityBrief,
stim_153,133,CityWire,T_IMMIGRATION,T_IMMIGRATION update from CityWire: signal +0.29,0.291,0.172,0.900,"contrast,personal",0.388,meme,CreatorD,CityWire,
stim_533,133,TrendTalk,T_SPORTS,T_SPORTS update from TrendTalk: signal +0.34,0.338,0.026,0.100,memorable,0.177,forum_thread,CreatorE,,
stim_125,134,WorldDaily,T_EDUCATION,T_EDUCATION update from WorldDaily: signal -0.12,-0.122,0.049,0.600,"memorable,visual,personal",0.489,social_post,,WorldDaily,Faith
stim_197,134,TrendTalk,T_ECONOMY,T_ECONOMY update from TrendTalk: signal -0.04,-0.043,0.028,0.700,"contrast,tangible",0.398,news,,TrendTalk,
stim_7,135,MarketWatch,T_IMMIGRATION,T_IMMIGRATION update from MarketWatch: signal -0.23,-0.227,0.175,0.900,,,forum_thread,CreatorF,MarketWatch,Veterans
stim_299,136,GreenLens,T_ENTERTAINMENT,T_ENTERTAINMENT update from GreenLens: signal -0.38,-0.378,0.025,0.100,"personal,contrast",0.494,news,,GreenLens,Faith
stim_568,136,GlobalNews,T_GUNS,T_GUNS update from GlobalNews: signal +0.55,0.551,0.355,0.900,personal,0.305,social_post,CreatorD,GlobalNews,
stim_63,136,CommunityBoard,T_SECURITY,T_SECURITY update from CommunityBoard: signal +0.00,0.005,0.003,0.800,contrast,0.336,video,,,
stim_343,137,CityWire,T_LOCAL,T_LOCAL update from CityWire: signal -0.02,-0.017,0.002,0.100,tangible,0.243,longform,CreatorF,CityWire,
stim_120,139,CommunityBoard,T_GUNS,T_GUNS update from CommunityBoard: signal +0.34,0.338,0.206,0.900,"personal,tangible",0.835,meme,CreatorC,CommunityBoard,
stim_165,140,PolicyForum,T_EDUCATION,T_EDUCATION update from PolicyForum: signal -0.09,-0.095,0.041,0.600,emotion,0.295,social_post,CreatorE,,
stim_296,140,GreenLens,T_GUNS,T_GUNS update from GreenLens: signal -0.15,-0.152,0.132,0.900,,,longform,CreatorC,,
stim_83,141,MarketWatch,T_ABORTION,T_ABORTION update from MarketWatch: signal +0.73,0.732,0.569,0.950,"tangible,personal,memorable",0.678,video,CreatorA,,
stim_507,142,PolicyForum,T_SECURITY,T_SECURITY update from PolicyForum: signal +0.33,0.326,0.219,0.800,"personal,contrast",0.669,social_post,,PolicyForum,
stim_102,146,PolicyForum,T_SCIENCE,T_SCIENCE update from PolicyForum: signal +0.98,0.984,0.124,0.200,memorable,0.687,longform,CreatorA,PolicyForum,
stim_175,146,GlobalNews,T_ABORTION,T_ABORTION update from GlobalNews: signal -0.25,-0.253,0.146,0.950,"tangible,visual",0.459,news,CreatorF,GlobalNews,
stim_361,148,WorldDaily,T_TAXES,T_TAXES update from WorldDaily: signal +0.64,0.639,0.385,0.700,"tangible,memorable,contrast",0.577,video,CreatorD,WorldDaily,Artists
stim_494,148,PublicRadio,T_LOCAL,T_LOCAL update from PublicRadio: signal -0.12,-0.115,0.008,0.100,emotion,0.660,news,CreatorF,,
stim_116,149,CommunityBoard,T_EDUCATION,T_EDUCATION update from CommunityBoard: signal +0.40,0.398,0.167,0.600,,,longform,CreatorE,CommunityBoard,
stim_401,149,GlobalNews,T_GUNS,T_GUNS update from GlobalNews: signal -0.10,-0.103,0.091,0.900,,,longform,CreatorC,GlobalNews,Sports
stim_119,150,SecurityBrief,T_HEALTH,T_HEALTH update from SecurityBrief: signal +0.33,0.328,0.058,0.200,personal,0.598,forum_thread,CreatorB,,
stim_269,150,PublicRadio,T_ENTERTAINMENT,T_ENTERTAINMENT update from PublicRadio: signal +0.41,0.411,0.039,0.100,,,forum_thread,CreatorB,PublicRadio,
stim_182,151,CommunityBoard,T_IMMIGRATION,T_IMMIGRATION update from CommunityBoard: signal -0.18,-0.180,0.140,0.900,visual,0.625,meme,,CommunityBoard,Sports
stim_162,152,GreenLens,T_HEALTHCARE,T_HEALTHCARE update from GreenLens: signal +0.28,0.277,0.194,0.750,,,longform,CreatorF,GreenLens,
stim_517,152,MarketWatch,T_GUNS,T_GUNS update from MarketWatch: signal +0.86,0.859,0.660,0.900,visual,0.535,meme,,MarketWatch,Tech
stim_265,154,WorldDaily,T_ENTERTAINMENT,T_ENTERTAINMENT update from WorldDaily: signal +0.44,0.441,0.035,0.100,memorable,0.261,meme,,,
stim_392,154,WorldDaily,T_HEALTHCARE,T_HEALTHCARE update from WorldDaily: signal -0.52,-0.520,0.311,0.750,"contrast,personal,tangible",0.425,video,CreatorE,WorldDaily,Faith
stim_495,154,CityWire,T_SPORTS,T_SPORTS update from CityWire: signal -0.07,-0.072,0.007,0.100,"tangible,emotion",0.641,longform,CreatorF,CityWire,Campus
stim_529,154,CityWire,T_IMMIGRATION,T_IMMIGRATION update from CityWire: signal +0.86,0.863,0.587,0.900,tangible,0.207,longform,CreatorB,CityWire,
stim_557,154,PublicRadio,T_EDUCATION,T_EDUCATION update from PublicRadio: signal -0.12,-0.115,0.065,0.600,"contrast,personal",0.884,forum_thread,,PublicRadio,
stim_232,155,MarketWatch,T_IMMIGRATION,T_IMMIGRATION update from MarketWatch: signal +0.40,0.402,0.234,0.900,emotion,0.647,meme,,MarketWatch,Campus
stim_258,155,MarketWatch,T_IMMIGRATION,T_IMMIGRATION update from MarketWatch: signal +0.77,0.771,0.623,0.900,tangible,0.866,news,CreatorD,,
stim_375,155,PolicyForum,T_GUNS,T_GUNS update from PolicyForum: signal +0.86,0.856,0.480,0.900,"tangible,visual",0.574,forum_thread,CreatorB,,Local
stim_313,156,PublicRadio,T_HEALTHCARE,T_HEALTHCARE update from PublicRadio: signal -0.85,-0.846,0.391,0.750,"visual,memorable",0.100,news,CreatorF,,
stim_11,157,TrendTalk,T_SCIENCE,T_SCIENCE update from TrendTalk: signal +0.04,0.042,0.007,0.200,tangible,0.773,video,CreatorB,,
stim_154,157,GlobalNews,T_TAXES,T_TAXES update from GlobalNews: signal -0.06,-0.056,0.024,0.700,memorable,0.247,video,CreatorF,GlobalNews,
stim_430,157,SecurityBrief,T_TAXES,T_TAXES update from SecurityBrief: signal +0.17,0.173,0.100,0.700,contrast,0.378,news,,SecurityBrief,Veterans
stim_426,158,TrendTalk,T_ABORTION,T_ABORTION update from TrendTalk: signal +0.68,0.676,0.565,0.950,memorable,0.699,social_post,,TrendTalk,
stim_273,160,PublicRadio,T_HEALTH,T_HEALTH update from PublicRadio: signal +0.09,0.093,0.012,0.200,"emotion,contrast",0.404,video,,PublicRadio,Sports
stim_89,160,GreenLens,T_MEMES,T_MEMES update from GreenLens: signal -0.02,-0.024,0.002,0.100,"memorable,personal",0.366,meme,CreatorF,GreenLens,
stim_101,161,TrendTalk,T_HEALTH,T_HEALTH update from TrendTalk: signal +0.23,0.235,0.037,0.200,"emotion,visual",0.264,longform,CreatorA,TrendTalk,
stim_21,161,MarketWatch,T_TAXES,T_TAXES update from MarketWatch: signal +0.56,0.564,0.331,0.700,"personal,memorable",0.358,longform,,MarketWatch,
stim_372,164,MarketWatch,T_WEATHER,T_WEATHER update from MarketWatch: signal -0.13,-0.127,0.006,0.050,"contrast,visual",0.458,longform,CreatorE,MarketWatch,Sports
stim_188,166,WorldDaily,T_LOCAL,T_LOCAL update from WorldDaily: signal -0.24,-0.238,0.020,0.100,,,forum_thread,CreatorD,WorldDaily,
stim_347,166,SecurityBrief,T_HEALTHCARE,T_HEALTHCARE update from SecurityBrief: signal +0.21,0.209,0.137,0.750,emotion,0.564,video,CreatorC,SecurityBrief,Faith
stim_316,168,MarketWatch,T_EDUCATION,T_EDUCATION update from MarketWatch: signal +0.07,0.071,0.029,0.600,memorable,0.574,news,,MarketWatch,
stim_180,169,CityWire,T_WEATHER,T_WEATHER update from CityWire: signal +0.24,0.236,0.011,0.050,"emotion,visual",0.626,video,CreatorF,CityWire,
stim_305,169,PublicRadio,T_HEALTHCARE,T_HEALTHCARE update from PublicRadio: signal -0.49,-0.493,0.273,0.750,emotion,0.446,meme,CreatorC,PublicRadio,
stim_415,169,PolicyForum,T_EDUCATION,T_EDUCATION update from PolicyForum: signal -0.31,-0.311,0.183,0.600,contrast,0.658,video,,,
stim_68,169,GreenLens,T_ABORTION,T_ABORTION update from GreenLens: signal -0.49,-0.489,0.463,0.950,"contrast,memorable,personal",0.864,meme,,,
stim_539,170,GreenLens,T_GUNS,T_GUNS update from GreenLens: signal -0.06,-0.062,0.046,0.900,,,forum_thread,,GreenLens,
stim_38,171,SecurityBrief,T_HEALTHCARE,T_HEALTHCARE update from SecurityBrief: signal +0.22,0.219,0.114,0.750,personal,0.467,forum_thread,CreatorE,SecurityBrief,Veterans
stim_131,172,CommunityBoard,T_TECH,T_TECH update from CommunityBoard: signal +0.41,0.408,0.054,0.200,"visual,emotion",0.916,forum_thread,,CommunityBoard,
stim_384,172,TrendTalk,T_TAXES,T_TAXES update from TrendTalk: signal +0.63,0.634,0.282,0.700,tangible,0.526,longform,CreatorE,TrendTalk,
stim_516,172,GreenLens,T_IMMIGRATION,T_IMMIGRATION update from GreenLens: signal -0.31,-0.307,0.209,0.900,"personal,memorable",0.743,longform,CreatorF,GreenLens,
stim_69,173,GlobalNews,T_ABORTION,T_ABORTION update from GlobalNews: signal +0.75,0.747,0.467,0.950,"contrast,personal",0.100,forum_thread,,GlobalNews,Campus
stim_133,174,SecurityBrief,T_ENTERTAINMENT,T_ENTERTAINMENT update from SecurityBrief: signal +0.17,0.173,0.013,0.100,contrast,0.391,news,,SecurityBrief,
stim_292,174,PolicyForum,T_EDUCATION,T_EDUCATION update from PolicyForum: signal -0.10,-0.101,0.053,0.600,,,forum_thread,CreatorF,,Campus
stim_276,175,GlobalNews,T_ECONOMY,T_ECONOMY update from GlobalNews: signal +0.57,0.566,0.320,0.700,"tangible,memorable,contrast",0.430,video,,GlobalNews,
stim_478,176,MarketWatch,T_MEMES,T_MEMES update from MarketWatch: signal +0.17,0.170,0.013,0.100,"visual,memorable",0.488,video,CreatorE,MarketWatch,Faith
stim_544,178,CommunityBoard,T_IMMIGRATION,T_IMMIGRATION update from CommunityBoard: signal +0.13,0.135,0.108,0.900,personal,0.526,meme,CreatorC,CommunityBoard,Faith
stim_488,179,PolicyForum,T_SCIENCE,T_SCIENCE update from PolicyForum: signal -0.28,-0.277,0.036,0.200,"tangible,memorable",0.386,meme,CreatorD,,Artists
stim_97,181,PublicRadio,T_SPORTS,T_SPORTS update from PublicRadio: signal +0.76,0.759,0.062,0.100,visual,0.223,meme,CreatorF,PublicRadio,Tech
stim_425,182,PublicRadio,T_GUNS,T_GUNS update from PublicRadio: signal -0.09,-0.086,0.072,0.900,"memorable,visual",0.348,forum_thread,CreatorB,PublicRadio,
stim_549,183,GreenLens,T_ABORTION,T_ABORTION update from GreenLens: signal -0.10,-0.095,0.079,0.950,,,forum_thread,,,
stim_71,183,CityWire,T_ECONOMY,T_ECONOMY update from CityWire: signal +0.33,0.329,0.154,0.700,"personal,emotion",0.469,meme,CreatorB,CityWire,
stim_183,184,PublicRadio,T_EDUCATION,T_EDUCATION update from PublicRadio: signal -0.40,-0.405,0.155,0.600,memorable,0.621,forum_thread,,PublicRadio,Veterans
stim_217,184,GlobalNews,T_ENTERTAINMENT,T_ENTERTAINMENT update from GlobalNews: signal -0.17,-0.171,0.014,0.100,"personal,visual,emotion",0.503,social_post,,GlobalNews,
stim_338,184,CommunityBoard,T_EDUCATION,T_EDUCATION update from CommunityBoard: signal -0.13,-0.127,0.052,0.600,"visual,emotion,contrast",0.276,video,CreatorA,,Faith
stim_104,186,SecurityBrief,T_ABORTION,T_ABORTION update from SecurityBrief: signal +0.10,0.097,0.074,0.950,,,longform,CreatorC,SecurityBrief,
stim_371,186,CommunityBoard,T_ENVIRONMENT,T_ENVIRONMENT update from CommunityBoard: signal -0.68,-0.679,0.425,0.800,"visual,memorable,contrast",0.706,video,,CommunityBoard,
stim_110,188,MarketWatch,T_HEALTH,T_HEALTH update from MarketWatch: signal +0.26,0.262,0.048,0.200,,,longform,,MarketWatch,
stim_79,188,CommunityBoard,T_WEATHER,T_WEATHER update from CommunityBoard: signal +0.30,0.296,0.010,0.050,memorable,0.608,video,,CommunityBoard,
stim_483,189,PublicRadio,T_CULTURE,T_CULTURE update from PublicRadio: signal -0.02,-0.020,0.010,0.700,tangible,0.308,social_post,CreatorE,PublicRadio,
stim_595,189,GreenLens,T_LOCAL,T_LOCAL update from GreenLens: signal +0.04,0.040,0.004,0.100,memorable,0.190,social_post,,GreenLens,Civic
stim_211,190,WorldDaily,T_EDUCATION,T_EDUCATION update from WorldDaily: signal +0.30,0.304,0.116,0.600,"tangible,personal",0.210,social_post,,WorldDaily,Faith
stim_225,190,GreenLens,T_EDUCATION,T_EDUCATION update from GreenLens: signal -0.56,-0.558,0.298,0.600,"personal,visual",0.687,social_post,CreatorF,,Civic
stim_113,191,GreenLens,T_POLITICS,T_POLITICS update from GreenLens: signal -0.57,-0.570,0.387,0.900,,,news,CreatorC,,
stim_589,191,PublicRadio,T_HEALTHCARE,T_HEALTHCARE update from PublicRadio: signal -0.19,-0.192,0.119,0.750,"personal,visual",0.651,video,,PublicRadio,Veterans
stim_378,192,GreenLens,T_LOCAL,T_LOCAL update from GreenLens: signal -0.66,-0.662,0.051,0.100,"tangible,visual",0.515,forum_thread,,,Artists
stim_274,196,SecurityBrief,T_CULTURE,T_CULTURE update from SecurityBrief: signal +0.31,0.307,0.166,0.700,memorable,0.655,news,CreatorE,SecurityBrief,
stim_360,199,MarketWatch,T_LOCAL,T_LOCAL update from MarketWatch: signal -0.20,-0.199,0.019,0.100,"memorable,contrast",0.669,meme,,MarketWatch,Local
stim_365,199,GlobalNews,T_MEMES,T_MEMES update from GlobalNews: signal -0.58,-0.583,0.047,0.100,memorable,0.584,social_post,,GlobalNews,
stim_138,201,CommunityBoard,T_GUNS,T_GUNS update from CommunityBoard: signal +0.62,0.616,0.502,0.900,"visual,emotion",0.899,meme,CreatorC,CommunityBoard,
stim_472,201,GlobalNews,T_WEATHER,T_WEATHER update from GlobalNews: signal +0.57,0.568,0.023,0.050,visual,0.482,news,CreatorF,,
stim_553,201,PolicyForum,T_ENTERTAINMENT,T_ENTERTAINMENT update from PolicyForum: signal +0.20,0.199,0.017,0.100,"personal,emotion,memorable",0.554,video,CreatorD,,Artists
stim_159,202,TrendTalk,T_ABORTION,T_ABORTION update from TrendTalk: signal -0.34,-0.338,0.232,0.950,,,news,CreatorA,TrendTalk,
stim_385,202,CommunityBoard,T_GUNS,T_GUNS update from CommunityBoard: signal +0.16,0.157,0.129,0.900,contrast,0.368,meme,,CommunityBoard,
stim_320,203,TrendTalk,T_SECURITY,T_SECURITY update from TrendTalk: signal +0.47,0.467,0.299,0.800,,,forum_thread,CreatorA,TrendTalk,
stim_524,203,PolicyForum,T_WEATHER,T_WEATHER update from PolicyForum: signal +0.16,0.156,0.007,0.050,,,forum_thread,,PolicyForum,Tech
stim_559,204,GreenLens,T_GUNS,T_GUNS update from GreenLens: signal +0.01,0.012,0.009,0.900,"personal,memorable",0.232,meme,CreatorE,GreenLens,
stim_535,205,WorldDaily,T_MEMES,T_MEMES update from WorldDaily: signal -0.09,-0.090,0.008,0.100,,,forum_thread,,WorldDaily,Campus
stim_16,206,SecurityBrief,T_GUNS,T_GUNS update from SecurityBrief: signal +1.00,1.000,0.773,0.900,,,forum_thread,,,Local
stim_289,206,CityWire,T_SPORTS,T_SPORTS update from CityWire: signal -0.03,-0.035,0.002,0.100,"contrast,visual,memorable",0.662,meme,,CityWire,
stim_290,206,SecurityBrief,T_ECONOMY,T_ECONOMY update from SecurityBrief: signal +0.05,0.053,0.034,0.700,personal,1.000,meme,CreatorE,SecurityBrief,
stim_177,207,WorldDaily,T_SECURITY,T_SECURITY update from WorldDaily: signal +0.27,0.268,0.213,0.800,"personal,emotion",0.428,forum_thread,CreatorE,WorldDaily,
stim_233,207,PolicyForum,T_SECURITY,T_SECURITY update from PolicyForum: signal -0.07,-0.074,0.042,0.800,personal,0.475,meme,,PolicyForum,
stim_484,207,PolicyForum,T_SPORTS,T_SPORTS update from PolicyForum: signal -0.02,-0.020,0.002,0.100,visual,0.357,meme,,PolicyForum,
stim_148,208,CityWire,T_ABORTION,T_ABORTION update from CityWire: signal +0.20,0.205,0.159,0.950,,,forum_thread,,,
stim_64,208,GlobalNews,T_TECH,T_TECH update from GlobalNews: signal -0.20,-0.201,0.027,0.200,"personal,visual",0.407,forum_thread,CreatorA,GlobalNews,Sports
stim_82,208,TrendTalk,T_WEATHER,T_WEATHER update from TrendTalk: signal -0.06,-0.057,0.002,0.050,visual,0.100,forum_thread,,TrendTalk,
stim_582,209,SecurityBrief,T_ABORTION,T_ABORTION update from SecurityBrief: signal -0.32,-0.317,0.220,0.950,"emotion,visual",0.626,forum_thread,CreatorD,SecurityBrief,Artists
stim_470,210,TrendTalk,T_SPORTS,T_SPORTS update from TrendTalk: signal +0.33,0.333,0.031,0.100,,,longform,,TrendTalk,
stim_61,210,CityWire,T_HEALTH,T_HEALTH update from CityWire: signal -0.08,-0.082,0.014,0.200,tangible,0.647,meme,,CityWire,
stim_166,213,CommunityBoard,T_WEATHER,T_WEATHER update from CommunityBoard: signal -0.05,-0.048,0.001,0.050,"emotion,memorable",0.539,meme,CreatorC,CommunityBoard,
stim_142,214,TrendTalk,T_EDUCATION,T_EDUCATION update from TrendTalk: signal +0.46,0.459,0.181,0.600,"contrast,personal,visual",0.578,meme,CreatorF,TrendTalk,
stim_199,214,CityWire,T_LOCAL,T_LOCAL update from CityWire: signal -0.33,-0.331,0.024,0.100,tangible,0.417,social_post,,CityWire,
stim_279,215,WorldDaily,T_HEALTHCARE,T_HEALTHCARE update from WorldDaily: signal -0.53,-0.528,0.349,0.750,emotion,0.489,meme,,WorldDaily,Sports
stim_564,220,PublicRadio,T_EDUCATION,T_EDUCATION update from PublicRadio: signal +0.20,0.199,0.073,0.600,tangible,0.126,social_post,CreatorB,PublicRadio,Faith
stim_230,222,TrendTalk,T_ECONOMY,T_ECONOMY update from TrendTalk: signal -0.25,-0.248,0.132,0.700,"visual,personal",0.490,news,,TrendTalk,Campus
stim_465,222,SecurityBrief,T_HEALTH,T_HEALTH update from SecurityBrief: signal +0.23,0.231,0.031,0.200,personal,0.399,social_post,CreatorE,,
stim_550,222,SecurityBrief,T_GUNS,T_GUNS update from SecurityBrief: signal +0.32,0.317,0.236,0.900,"personal,memorable",0.603,video,,SecurityBrief,
stim_109,224,PublicRadio,T_CULTURE,T_CULTURE update from PublicRadio: signal +0.04,0.044,0.028,0.700,emotion,0.200,social_post,CreatorC,PublicRadio,Artists
stim_13,224,CommunityBoard,T_MEMES,T_MEMES update from CommunityBoard: signal -0.20,-0.204,0.015,0.100,"emotion,tangible",0.206,forum_thread,,CommunityBoard,Tech
stim_194,224,PolicyForum,T_CULTURE,T_CULTURE update from PolicyForum: signal -0.39,-0.388,0.220,0.700,"memorable,personal",0.792,video,,PolicyForum,Civic
stim_311,224,PolicyForum,T_ECONOMY,T_ECONOMY update from PolicyForum: signal +0.41,0.405,0.182,0.700,"tangible,visual",0.791,longform,CreatorF,PolicyForum,Local
stim_210,225,SecurityBrief,T_EDUCATION,T_EDUCATION update from SecurityBrief: signal -0.06,-0.063,0.024,0.600,,,news,CreatorD,SecurityBrief,
stim_577,225,GreenLens,T_HEALTHCARE,T_HEALTHCARE update from GreenLens: signal -0.11,-0.107,0.066,0.750,tangible,0.254,longform,,,
stim_497,226,CityWire,T_ECONOMY,T_ECONOMY update from CityWire: signal +0.95,0.949,0.644,0.700,"tangible,emotion",0.460,social_post,,CityWire,
stim_73,226,WorldDaily,T_HEALTH,T_HEALTH update from WorldDaily: signal -0.09,-0.093,0.015,0.200,,,forum_thread,,,Veterans
stim_124,227,PolicyForum,T_SECURITY,T_SECURITY update from PolicyForum: signal +0.11,0.114,0.077,0.800,"memorable,tangible,visual",0.674,video,,PolicyForum,
stim_201,227,CommunityBoard,T_GUNS,T_GUNS update from CommunityBoard: signal +0.97,0.971,0.752,0.900,emotion,0.186,longform,CreatorA,CommunityBoard,
stim_196,230,PublicRadio,T_SPORTS,T_SPORTS update from PublicRadio: signal -0.24,-0.243,0.022,0.100,,,forum_thread,,PublicRadio,
stim_456,230,GreenLens,T_ABORTION,T_ABORTION update from GreenLens: signal +0.05,0.052,0.045,0.950,"tangible,memorable",0.129,news,,GreenLens,
stim_427,232,PublicRadio,T_SECURITY,T_SECURITY update from PublicRadio: signal +0.23,0.233,0.126,0.800,"tangible,emotion",0.690,longform,CreatorA,PublicRadio,
stim_531,232,WorldDaily,T_SPORTS,T_SPORTS update from WorldDaily: signal +0.23,0.234,0.021,0.100,"emotion,tangible",0.585,longform,,WorldDaily,
stim_261,233,GlobalNews,T_TAXES,T_TAXES update from GlobalNews: signal +0.48,0.483,0.316,0.700,personal,0.854,social_post,CreatorC,GlobalNews,Artists
stim_409,233,PublicRadio,T_CULTURE,T_CULTURE update from PublicRadio: signal -0.66,-0.662,0.331,0.700,"emotion,visual",0.269,forum_thread,,PublicRadio,Faith
stim_65,233,CommunityBoard,T_ENVIRONMENT,T_ENVIRONMENT update from CommunityBoard: signal -0.50,-0.497,0.395,0.800,,,forum_thread,,CommunityBoard,
stim_341,235,SecurityBrief,T_ENTERTAINMENT,T_ENTERTAINMENT update from SecurityBrief: signal +0.34,0.341,0.028,0.100,tangible,0.715,meme,,,
stim_402,237,GlobalNews,T_TAXES,T_TAXES update from GlobalNews: signal +0.64,0.637,0.360,0.700,,,forum_thread,,GlobalNews,
stim_170,238,TrendTalk,T_SECURITY,T_SECURITY update from TrendTalk: signal +0.57,0.569,0.374,0.800,memorable,0.926,forum_thread,,TrendTalk,Artists
stim_114,240,PublicRadio,T_SPORTS,T_SPORTS update from PublicRadio: signal +0.16,0.155,0.011,0.100,emotion,0.665,news,CreatorA,,Local
stim_543,240,PublicRadio,T_SECURITY,T_SECURITY update from PublicRadio: signal -0.16,-0.156,0.086,0.800,,,news,CreatorF,PublicRadio,Artists
stim_60,240,WorldDaily,T_SCIENCE,T_SCIENCE update from WorldDaily: signal +0.08,0.080,0.010,0.200,,,longform,,WorldDaily,Veterans
stim_271,241,SecurityBrief,T_ECONOMY,T_ECONOMY update from SecurityBrief: signal +0.76,0.759,0.520,0.700,,,news,,SecurityBrief,
stim_424,241,CityWire,T_CULTURE,T_CULTURE update from CityWire: signal -0.34,-0.341,0.186,0.700,personal,0.381,video,,CityWire,
stim_438,241,CommunityBoard,T_SPORTS,T_SPORTS update from CommunityBoard: signal -0.14,-0.138,0.013,0.100,contrast,0.518,video,,CommunityBoard,
stim_139,242,CommunityBoard,T_TAXES,T_TAXES update from CommunityBoard: signal +0.90,0.896,0.502,0.700,personal,0.617,meme,,CommunityBoard,
stim_444,242,GreenLens,T_ABORTION,T_ABORTION update from GreenLens: signal -0.38,-0.384,0.329,0.950,"contrast,memorable,visual",0.814,meme,CreatorE,,Artists
stim_512,243,GreenLens,T_HEALTH,T_HEALTH update from GreenLens: signal -0.43,-0.433,0.078,0.200,"emotion,memorable,visual",0.683,social_post,,GreenLens,Faith
stim_581,243,CityWire,T_IMMIGRATION,T_IMMIGRATION update from CityWire: signal +0.00,0.003,0.002,0.900,memorable,0.629,news,,,Sports
stim_359,244,PolicyForum,T_CULTURE,T_CULTURE update from PolicyForum: signal -0.02,-0.021,0.012,0.700,emotion,0.928,video,CreatorD,PolicyForum,
stim_237,245,GlobalNews,T_CULTURE,T_CULTURE update from GlobalNews: signal -0.39,-0.393,0.197,0.700,visual,0.398,longform,CreatorC,GlobalNews,
stim_298,245,PublicRadio,T_SPORTS,T_SPORTS update from PublicRadio: signal -0.53,-0.531,0.047,0.100,visual,0.425,longform,,,
stim_266,246,PolicyForum,T_HEALTHCARE,T_HEALTHCARE update from PolicyForum: signal -0.24,-0.238,0.129,0.750,,,longform,CreatorC,PolicyForum,
stim_590,246,GlobalNews,T_HEALTH,T_HEALTH update from GlobalNews: signal +0.88,0.879,0.163,0.200,"tangible,contrast",0.966,news,CreatorC,,
stim_437,247,WorldDaily,T_HEALTHCARE,T_HEALTHCARE update from WorldDaily: signal +0.21,0.211,0.097,0.750,visual,0.383,meme,,WorldDaily,
stim_209,248,MarketWatch,T_GUNS,T_GUNS update from MarketWatch: signal +1.00,1.000,0.637,0.900,"tangible,visual",0.272,meme,,,
stim_40,249,WorldDaily,T_IMMIGRATION,T_IMMIGRATION update from WorldDaily: signal +0.55,0.552,0.468,0.900,"visual,emotion",0.632,meme,CreatorD,WorldDaily,
stim_48,249,TrendTalk,T_ABORTION,T_ABORTION update from TrendTalk: signal +0.29,0.293,0.242,0.950,personal,0.323,longform,CreatorC,TrendTalk,
stim_140,250,PolicyForum,T_TAXES,T_TAXES update from PolicyForum: signal +0.64,0.639,0.339,0.700,"emotion,tangible,visual",0.261,social_post,,PolicyForum,
stim_185,252,TrendTalk,T_SECURITY,T_SECURITY update from TrendTalk: signal +0.52,0.516,0.271,0.800,tangible,0.671,longform,CreatorB,TrendTalk,
stim_202,253,WorldDaily,T_POLITICS,T_POLITICS update from WorldDaily: signal -0.07,-0.071,0.052,0.900,memorable,0.185,social_post,,WorldDaily,Campus
stim_536,253,CityWire,T_TAXES,T_TAXES update from CityWire: signal +0.28,0.277,0.187,0.700,emotion,0.290,news,CreatorF,CityWire,
stim_135,255,MarketWatch,T_WEATHER,T_WEATHER update from MarketWatch: signal +0.52,0.517,0.023,0.050,contrast,0.100,social_post,,MarketWatch,
stim_346,257,WorldDaily,T_HEALTHCARE,T_HEALTHCARE update from WorldDaily: signal +0.02,0.021,0.011,0.750,"contrast,personal,memorable",0.253,meme,CreatorF,WorldDaily,
stim_277,258,GlobalNews,T_GUNS,T_GUNS update from GlobalNews: signal +0.51,0.513,0.316,0.900,visual,1.000,social_post,CreatorC,GlobalNews,
stim_566,259,TrendTalk,T_TECH,T_TECH update from TrendTalk: signal +0.22,0.220,0.041,0.200,,,longform,CreatorF,TrendTalk,Campus
stim_20,260,GlobalNews,T_SCIENCE,T_SCIENCE update from GlobalNews: signal -0.78,-0.777,0.126,0.200,,,longform,CreatorB,GlobalNews,Local
stim_515,263,CityWire,T_ENVIRONMENT,T_ENVIRONMENT update from CityWire: signal +0.11,0.114,0.061,0.800,"tangible,personal,memorable",0.385,video,,CityWire,
stim_324,264,PolicyForum,T_GUNS,T_GUNS update from PolicyForum: signal +0.12,0.121,0.087,0.900,contrast,0.188,longform,CreatorC,PolicyForum,
